20141,30423,31057,AUS,CLT,1032,178.44,$258.56,US,40.3,$325.94,DL,19.8,$192.03
20141,30423,31066,AUS,CMH,1073,88.56,$325.27,AA,32.5,$315.08,WN,23.7,$311.49
20141,30423,31295,AUS,DTW,1149,217.22,$313.73,DL,60.7,$348.98,WN,12.0,$232.89
20141,30423,34100,AUS,PHL,1430,309.00,$235.02,US,28.8,$304.27,WN,18.0,$187.66
